HomHumanSymbol	MouseSymbol
CIMAP1B	Cimap1b
ICAM4	Icam4
GPR19	Gpr19
INTS12	Ints12
ITPKB	Itpkb
IBSP	Ibsp
CYP7A1	Cyp7a1
EAF2	Eaf2
IAPP	Iapp
KCNK5	Kcnk5
HYMAI	Hymai
HUS1B	Hus1b
HSFY1	Hsfy2
HSFY2	Hsfy2
HSD17B6	Hsd17b6
HSD17B13	Hsd17b13
TRIM56	Trim56
HSD17B11	Hsd17b11
OR4C45	Or4c52
TRIM67	Trim67
HSBP1L1	Hsbp1l1
OR4C5	Or4c35
TRNP1	Trnp1
ICOS	Icos
OR4C15	Or4c120
TRGV10	Trgv3
TRGV11	Trgv3
OR4C15	Or4c119
TRGV11	Trgv1
OR4C15	Or4c15
TRIM15	Trim15
OR4C16	Or4c103
TRIM26	Trim26
OR4C16	Or4c29
TRIM28	Trim28
OR4C16	Or4c104
TRIM42	Trim42
OR4C3	Or4c3d
TRIM5	Trim30b
OR4C3	Or4c3
TRIM52	Trim52
OR4C45	Or4c127
CIMAP1A	Cimap1a
GNPTG	Gnptg
SLC47A1	Slc47a2
SLC47A2	Slc47a2
PIAS4	Pias4
CSNK2A1	Csnk2a1
CSNK2A3	Csnk2a1
SLC47A1	Slc47a1
SLC47A2	Slc47a1
RWDD4	Rwdd4a
KCNG4	Kcng4
IQCG	Iqcg
CKS2	Cks2
DENND6A	Dennd6a
MAP3K10	Map3k10
RIMBP2	Rimbp2
SGF29	Sgf29
RASGRP4	Rasgrp4
TMX2	Tmx2
KANSL2	Kansl2
SPG7	Spg7
ARPC3	Arpc3
SIRT4	Sirt4
TSEN34	Tsen34
EAF1	Eaf1
TMBIM1	Tmbim1
CSMD3	Csmd3
STX12	Stx12
BACE2	Bace2
PEX11A	Pex11a
LUC7L	Luc7l
PEX10	Pex10
GARRE1	Garre1
RBKS	Rbks
ABRAXAS1	Abraxas1
TTC23	Ttc23
EFCAB7	Efcab7
MRPL23	Mrpl23
NUTF2	Nutf2
TRBV10-1	Trbv13-2
TRBV10-2	Trbv13-2
TRBV10-3	Trbv13-2
OR3A4P	Or3a4
TRBV11-1	Trbv14
TRBV11-2	Trbv14
TRBV11-3	Trbv14
OR4A15	Or4a15
TRBV12-3	Trbv15
TRBV12-4	Trbv15
OR4A16	Or4a71
TRBV12-5	Trbv16
OR4A16	Or4a70
TRBV13	Trbv12-2
TRBV5-1	Trbv12-2
TRBV5-3	Trbv12-2
TRBV5-8	Trbv12-2
OR4A16	Or4a73
TRBV13	Trbv12-1
TRBV5-1	Trbv12-1
TRBV5-3	Trbv12-1
TRBV5-8	Trbv12-1
OR4A16	Or4a69
TRBV15	Trbv17
OR4A16	Or4a77
TRBV19	Trbv19
OR4A16	Or4a75
TRBV2	Trbv3
OR4A16	Or4a79
TRBV20-1	Trbv20
TRBV20OR9-2	Trbv20
OR4A16	Or4a81
OR4A8	Or4a81
ZC3H18	Zc3h18
GALK1	Galk1
WASH2P	Washc1
WASH3P	Washc1
WASH4P	Washc1
WASH6P	Washc1
WASHC1	Washc1
RALB	Ralb
NUTF2	Nutf2-ps1
CFTR	Cftr
PSMC3IP	Psmc3ip
BORCS5	Borcs5
SERHL	Serhl
SERHL2	Serhl
PPIH	Ppihl
SCGN	Scgn
ABTB3	Abtb3
PPIH	Ppih
GPN2	Gpn2
CHTF8	Chtf8
DERPC	Chtf8
HOXA7	Hoxa7
GTF2F2	Gtf2f2
STMN2	Stmn2
BHLHE41	Bhlhe41
HOXA6	Hoxa6
MPDU1	Mpdu1
DUT	Dut
FOXF1	Foxf1
HOXA11-AS	Hoxa11os
PSMD8	Psmd8
POP7	Pop7
IL34	Il34
HOXA-AS3	Hoxaas3
PLPPR1	Plppr1
FRA10AC1	Fra10ac1
HOTTIP	Hottip
DGUOK	Dguok
SDHAF3	Sdhaf3
SLC28A2	Slc28a2b
HOTAIRM1	Hotairm1
TMED4	Tmed4
HOTAIR	Hotair
HNRNPLL	Hnrnpll
HNRNPA2B1	Hnrnpa2b1
HNRNPA1L2	Hnrnpa1l2-ps2
TREM1	Trem1
TRBV23-1	Trbv23
OR4A16	Or4a78
OR4A5	Or4a78
OR4A8	Or4a78
TRBV23-1	Trbv26
OR4A16	Or4a74
OR4A8	Or4a74
TRBV28	Trbv29
OR4A16	Or4a39
OR4A5	Or4a39
OR4A8	Or4a39
TRBV29-1	Trbv30
OR4A47	Or4a47
OR4A4P	Or4a47
TRBV3-1	Trbv4
OR4B1	Or4b12
TRBV30	Trbv31
OR4B1	Or4b13
TRBV4-1	Trbv5
TRBV4-2	Trbv5
TRBV4-3	Trbv5
OR4C11	Or4c11b
TRDC	Trdc
OR4C11	Or4c11
TRDJ3	Trdj2
OR4C11	Or4c11c
TRDV2	Trdv4
OR4C12	Or4c12
LIN7B	Lin7b
SLC28A2	Slc28a2
SLC28A1	Slc28a1
SERPINA6	Serpina6
ACER1	Acer1
MORN4	Morn4
SERPINA9	Serpina9
FAM43A	Fam43a
SERPINA3	Serpina3a
KIF3A	Kif3a
ALKBH7	Alkbh7
CAMK4	Camk4
ASCC1	Ascc1
GTDC1	Gtdc1
RHBDD1	Rhbdd1
PTCD2	Ptcd2
TRAJ53	Traj53
OR2Y1	Or2y8
TRANK1	Trank1
OR2Y1	Or2y12
TRAPPC3L	Trappc3l
OR2Y1	Or2y11
TRAT1	Trat1
OR2Y1	Or2y1g
TRAV1-1	Trav1
TRAV1-2	Trav1
OR2Y1	Or2y1e
TRAV10	Trav11
OR2Y1	Or2y1d
TRAV10	Trav11d
OR2Y1	Or2y1b
TRAV17	Trav8d-2
OR2Y1	Or2y1f
TRAV17	Trav8-1
OR2Y1	Or2y1
TRAV17	Trav8n-2
OR2Y1	Or2y6
JMJD7	Jmjd7
PARK7	Park7
BDP1	Bdp1
POPDC3	Popdc3
AKR1B1	Akr1b1
BVES	Bves
GLIPR2	Glipr2
ICMT	Icmt
TRPV5	Trpv5
C1QC	C1qc
TOR4A	Tor4a
TRPV6	Trpv6
SUMF2	Sumf2
PTPN22	Ptpn22
TPH2	Tph2
FBLN5	Fbln5
TMEM256	Tmem256
CTCF	Ctcf
KNG1	Kng2
PPP1R11	Ppp1r11
ADGRV1	Adgrv1
KNG1	Kng1
PCYOX1	Pcyox1
PURA	Pura
ERCC8	Ercc8
MAFK	Mafk
SNF8	Snf8
NRN1L	Nrn1l
GREM1	Grem1
TRAV17	Trav8d-1
OR2Y1	Or2y10
TRAV22	Trav13-4-dv7
OR2Y1	Or2y14
TRAV22	Trav13n-4
OR2Y1	Or2y17
TRAV27	Trav18
OR2Y1	Or2y16
TRAV30	Trdv1
TRAV34	Trdv1
OR2Z1	Or2z8
TRAV39	Trav23
OR2Z1	Or2z9
TRB	Trbc1
TRBC1	Trbc1
TRBC2	Trbc1
OR3A1	Or3a1d
OR3A3	Or3a1d
TRB	Trbc2
TRBC1	Trbc2
TRBC2	Trbc2
OR3A1	Or3a1
OR3A2	Or3a1
TRBV10-1	Trbv13-1
TRBV10-2	Trbv13-1
TRBV10-3	Trbv13-1
OR3A1	Or3a1b
TRBV10-1	Trbv13-3
TRBV10-2	Trbv13-3
TRBV10-3	Trbv13-3
OR3A1	Or3a1c
GLRX3	Glrx3
RAET1G	Raet1a
RAET1L	Raet1a
CD1D	Cd1d1
ARFIP2	Arfip2
RAET1G	Raet1b
RAET1L	Raet1b
GPD1L	Gpd1l
RAET1G	Raet1d
RAET1L	Raet1d
ULBP2	Raet1d
TXNL4A	Txnl4a
IQCJ-SCHIP1	Iqschfp
DTWD1	Dtwd1
SCHIP1	Schip1
FUNDC2	Fundc2b
RNF150	Rnf150
FUNDC2	Fundc2
EXOSC7	Exosc7
S100A10	S100a10
SP100	Sp100
ATP5PB	Atp5pb
NUBP1	Nubp1
PPP2R2B	Ppp2r2b
TNIP3	Tnip3
TNKS2	Tnks2
TNP1	Tnp1
TNP2	Tnp2
TNS4	Tns4
TOB2	Tob2
TOGARAM2	Togaram2
TOM1L1	Tom1l1
TOMM20L	Tomm20l
TOMM40L	Tomm40l
SP110	Sp110
SCOC	Scoc
SP140	Sp140
SP140L	Sp140
P4HA3	P4ha3
SP140	Sp140l2
SERPINA7	Serpina7
ARHGAP17	Arhgap17
SERPINA11	Serpina11
MRPS25	Mrps25
SERPINA3	Serpina3b
MAD2L2	Mad2l2
SERPINA5	Serpina5
GNG2	Gng2
SERPINA3	Serpina3j
SOSTDC1	Sostdc1
SERPINA2	Serpina1f
PFKL	Pfkl
SERPINA3	Serpina3g
SERPINA12	Serpina12
FCF1	Fcf1
TOPORSLP	Toporsl
TP53COR1	Trp53cor1
TP53TG5	Trp53tg5
TPD52L3	Trpd52l3
TPO	Tpo
TPPP	Tppp
TRA	Trac
TRAC	Trac
TRAF3IP3	Traf3ip3
TRAJ33	Traj33
TRAJ38	Traj38
SQOR	Sqor
TMED9	Tmed9
MED4	Med4
SAR1A	Sar1a
CHRNA5	Chrna5
IFT22	Ift22
LIN37	Lin37
ENPP4	Enpp4
CRIPT	Cript
EIF3K	Eif3k
COMMD10	Commd10
PBLD	Pbld1
MPZL1	Mpzl1
ANKRD49	Ankrd49
PBLD	Pbld2
MICA	Mill1
RAET1G	Raet1e
RAET1L	Raet1e
RAET1G	Raet1c
RAET1L	Raet1c
RAET1E	Ulbp1
ULBP1	Ulbp1
ULBP2	Ulbp1
ULBP3	Ulbp1
CD1D	Cd1d2
TMPRSS6	Tmprss6
TNFRSF12A	Tnfrsf12a
TNFRSF13B	Tnfrsf13b
TNFRSF13C	Tnfrsf13c
TNFRSF17	Tnfrsf17
TNFRSF8	Tnfrsf8
TNFSF12-TNFSF13	Tnfsfm13
TNFSF4	Tnfsf4
TNFSF8	Tnfsf8
TNFSF9	Tnfsf9
MYL10	Myl10
BAIAP2L1	Baiap2l1
SLC18B1	Slc18b1
FIBIN	Fibin
ITPRIP	Itprip
CNEP1R1	Cnep1r1
PEX19	Pex19
FSIP1	Fsip1
C1QTNF1	C1qtnf1
ANAPC16	Anapc16
HMGN5	Hmgn5
HMGCS2	Hmgcs2
RPS29	Rps29
PTH	Pth
DACT1	Dact1
HDAC2	Hdac2
HCRTR1	Hcrtr1
HCN1	Hcn1
HCFC1R1	Hcfc1r1
HGFAC	Hgfac
HEPH	Heph
HECTD4	Hectd4
HEBP1	Hebp1
HEATR9	Heatr9
HDGFL1	Hdgfl1
HDGF	Hdgf
HIGD1C	Higd1c
HIGD1B	Higd1b
HHLA1	Hhla1
HMGB4	Hmgb4
HLA-DMB	H2-DMb2
HLA-DMB	H2-DMb1
HLA-DMA	H2-DMa
HK3	Hk3
HJURP	Hjurp
HIPK4	Hipk4
HILPDA	Hilpda
DZIP1	Dzip1
RGMA	Rgma
RGMB	Rgmb
HARBI1	Harbi1
NRP2	Nrp2
H2AL3	H2al1e
OR2T6	Or2t6
H2AL3	H2al1o
OR2V1	Or2v1
H2AL3	H2al1c
OR2V2	Or2v2
H2AL3	H2al1a
OR2W1	Or2w1
H2AL3	H2al2b
OR2W1	Or2w1b
H2AL3	H2al2a
OR2W3	Or2w3b
H2AP	H2ap
OR2T4	Or2t43
H2AL3	H2al1g
OR2T4	Or2t29
H2AL3	H2al2c
OR2T4	Or2t48
H2AL3	H2al1b
OR2T4	Or2t47
H2AL3	H2al1i
OR2T4	Or2t49
CENPM	Cenpm
IFT57	Ift57
IFT20	Ift20
IFT52	Ift52
NKX1-2	Nkx1-2
NKX1-1	Nkx1-1
SERAC1	Serac1
ESRRB	Esrrb
LCK	Lck
TIAM1	Tiam1
HAGHL	Haghl
H3C14	H3f3c
H3-5	H3f5
H2BW1	H2bw2
H2BW2	H2bw2
H2BL1P	H2bl1
HBQ1	Hbq1a
OR2W3	Or2w3
HAVCR2	Havcr2
OR2W6P	Or2w6
HAVCR1	Timd5
OR2Y1	Or2y1c
HAVCR1	Timd6
OR2Y1	Or2y15
HAVCR1	Timd2
HAND1	Hand1
RHOU	Rhou
GNPAT	Gnpat
FGF17	Fgf17
VANGL1	Vangl1
ZIC5	Zic5
RPL36	Rpl36
ZIC4	Zic4
IGHV2-26	Ighv8-6
IGHV2-5	Ighv8-6
IGHV2-70	Ighv8-6
IGHV2-70D	Ighv8-6
IGHV2OR16-5	Ighv8-6
HSD17B10	Hsd17b10
IGHV4-31	Ighv3-8
IGHV4-34	Ighv3-8
IGHV4-39	Ighv3-8
IGHV4-4	Ighv3-8
IGHV4-59	Ighv3-8
IGHV4-61	Ighv3-8
IGHV4OR15-8	Ighv3-8
IGHV6-1	Ighv3-8
DERA	Dera
IGHV2-26	Ighv8-9
IGHV2-5	Ighv8-9
IGHV2-70	Ighv8-9
IGHV2-70D	Ighv8-9
IGHV2OR16-5	Ighv8-9
PERP	Perp
IGHV3-16	Ighv5-16
IGHV3OR16-12	Ighv5-16
IGHV3OR16-17	Ighv5-16
IGHV3OR16-9	Ighv5-16
BAZ2A	Baz2a
IGHV3-13	Ighv5-12
IGHV3-20	Ighv5-12
IGHV3-23	Ighv5-12
IGHV3-30	Ighv5-12
IGHV3-30-3	Ighv5-12
IGHV3-30-5	Ighv5-12
IGHV3-33	Ighv5-12
IGHV3-35	Ighv5-12
IGHV3-38	Ighv5-12
IGHV3-38-3	Ighv5-12
IGHV3-43	Ighv5-12
IGHV3-53	Ighv5-12
IGHV3-64	Ighv5-12
IGHV3-64D	Ighv5-12
IGHV3-66	Ighv5-12
IGHV3-74	Ighv5-12
IGHV3-9	Ighv5-12
IGHV3OR16-10	Ighv5-12
IGHV3OR16-8	Ighv5-12
CYB561D2	Cyb561d2
IGHV3-23	Ighv5-9-1
IGHV3-35	Ighv5-9-1
IGHV3-38	Ighv5-9-1
IGHV3-38-3	Ighv5-9-1
IGHV3-53	Ighv5-9-1
IGHV3-64	Ighv5-9-1
IGHV3-64D	Ighv5-9-1
IGHV3-66	Ighv5-9-1
RAD51C	Rad51c
THA1P	Tha1
GZF1	Gzf1
GYPA	Gypa
GYPB	Gypa
GYPE	Gypa
GULOP	Gulo
GUCA2B	Guca2b
GUCA2A	Guca2a
OR2H1	Or2h1b
GTSF1L	Gtsf1l
OR2H2	Or2h2c
GTF3C1	Gtf3c1
OR2H2	Or2h2
GTF2IRD2	Gtf2ird2
GTF2IRD2B	Gtf2ird2
OR2I1P	Or2i1
H1-9P	H1f9
OR2D3	Or2d3b
TMPRSS11B	Tmprss11b
H1-7	H1f7
OR2F1	Or2f1b
TMPRSS11CP	Tmprss11c
GZMM	Gzmm
OR2F1	Or2f1
TMPRSS11D	Tmprss11d
OR2F2	Or2f2
TMPRSS11E	Tmprss11e
OR2G6	Or2y13
OR2Y1	Or2y13
TMPRSS11F	Tmprss11f
OR2H1	Or2h1
TMPRSS11GP	Tmprss11g
OR2H1	Or2h2b-ps1
OR2H2	Or2h2b-ps1
GLA	Gla
IGHV3-13	Ighv5-4
IGHV3-20	Ighv5-4
IGHV3-23	Ighv5-4
IGHV3-30	Ighv5-4
IGHV3-30-3	Ighv5-4
IGHV3-30-5	Ighv5-4
IGHV3-33	Ighv5-4
IGHV3-35	Ighv5-4
IGHV3-38	Ighv5-4
IGHV3-38-3	Ighv5-4
IGHV3-43	Ighv5-4
IGHV3-53	Ighv5-4
IGHV3-64	Ighv5-4
IGHV3-64D	Ighv5-4
IGHV3-66	Ighv5-4
IGHV3-74	Ighv5-4
IGHV3-9	Ighv5-4
IGHV3OR16-10	Ighv5-4
IGHV3OR16-8	Ighv5-4
BUB3	Bub3
IGHV3-13	Ighv5-12-4
IGHV3-20	Ighv5-12-4
IGHV3-23	Ighv5-12-4
IGHV3-30	Ighv5-12-4
IGHV3-30-3	Ighv5-12-4
IGHV3-30-5	Ighv5-12-4
IGHV3-33	Ighv5-12-4
IGHV3-35	Ighv5-12-4
IGHV3-38	Ighv5-12-4
IGHV3-38-3	Ighv5-12-4
IGHV3-43	Ighv5-12-4
IGHV3-53	Ighv5-12-4
IGHV3-64	Ighv5-12-4
IGHV3-64D	Ighv5-12-4
IGHV3-66	Ighv5-12-4
IGHV3-74	Ighv5-12-4
IGHV3-9	Ighv5-12-4
IGHV3OR16-10	Ighv5-12-4
IGHV3OR16-8	Ighv5-12-4
GSS	Gss
IGHV3-11	Ighv5-17
IGHV3-13	Ighv5-17
IGHV3-21	Ighv5-17
IGHV3-30	Ighv5-17
IGHV3-30-3	Ighv5-17
IGHV3-30-5	Ighv5-17
IGHV3-33	Ighv5-17
IGHV3-35	Ighv5-17
IGHV3-48	Ighv5-17
IGHV3-7	Ighv5-17
IGHV3OR16-13	Ighv5-17
OSBPL7	Osbpl7
IGHV3-13	Ighv5-9
IGHV3-20	Ighv5-9
IGHV3-23	Ighv5-9
IGHV3-30	Ighv5-9
IGHV3-30-3	Ighv5-9
IGHV3-30-5	Ighv5-9
IGHV3-33	Ighv5-9
IGHV3-35	Ighv5-9
IGHV3-38	Ighv5-9
IGHV3-38-3	Ighv5-9
IGHV3-43	Ighv5-9
IGHV3-53	Ighv5-9
IGHV3-64	Ighv5-9
IGHV3-64D	Ighv5-9
IGHV3-66	Ighv5-9
IGHV3-74	Ighv5-9
IGHV3-9	Ighv5-9
IGHV3OR16-10	Ighv5-9
IGHV3OR16-8	Ighv5-9
SCCPDH	Sccpdh
IGHV3-13	Ighv5-6
IGHV3-20	Ighv5-6
IGHV3-23	Ighv5-6
IGHV3-30	Ighv5-6
IGHV3-30-3	Ighv5-6
IGHV3-30-5	Ighv5-6
IGHV3-33	Ighv5-6
IGHV3-35	Ighv5-6
IGHV3-38	Ighv5-6
IGHV3-38-3	Ighv5-6
IGHV3-43	Ighv5-6
IGHV3-53	Ighv5-6
IGHV3-64	Ighv5-6
IGHV3-64D	Ighv5-6
IGHV3-66	Ighv5-6
IGHV3-74	Ighv5-6
IGHV3-9	Ighv5-6
IGHV3OR16-10	Ighv5-6
IGHV3OR16-8	Ighv5-6
PAXIP1	Paxip1
TCF12	Tcf12
ANKS6	Anks6
ARHGEF18	Arhgef18
RRAS	Rras
RCAN2	Rcan2
NLN	Nln
TP53BP2	Trp53bp2
VIPAS39	Vipas39
ACOX1	Acox1
H2AL3	H2al1k
H2AL3	H2al1m
H2AL3	H2al1h
OR2M2	Or2m12
OR2M3	Or2m12
OR2M7	Or2m12
H2AC1	H2ac1
OR2T1	Or2t1
H2AB1	H2ab1
H2AB2	H2ab1
H2AB3	H2ab1
OR2T12	Or2t44
OR2T33	Or2t44
OR2T8	Or2t44
H2AB1	H2ab3
H2AB2	H2ab3
H2AB3	H2ab3
OR2T29	Or2t46
OR2T4	Or2t46
OR2T5	Or2t46
H2AB1	H2ab2
H2AB2	H2ab2
H2AB3	H2ab2
OR2T35	Or2t35
H2AL3	H2al1d
OR2J1	Or2j3
OR2J2	Or2j3
OR2J3	Or2j3
H2AL3	H2al1f
OR2K2	Or2k2
H2AL3	H2al1j
OR2L13	Or2l13b
H2AL3	H2al1n
OR2L13	Or2l13
OR2L2	Or2l5
OR2L3	Or2l5
OR2L5	Or2l5
OR2L8	Or2l5
OR2M2	Or2m13
OR2M5	Or2m13
OR2M7	Or2m13
TBPL1	Tbpl1
TBPL2	Tbpl2
RAB4A	Rab4a
ABCB10	Abcb10
CFAP74	Cfap74
IGHV1-18	Ighv1-72
IGHV1-2	Ighv1-72
IGHV1-24	Ighv1-72
IGHV1-3	Ighv1-72
IGHV1-38-4	Ighv1-72
IGHV1-45	Ighv1-72
IGHV1-46	Ighv1-72
IGHV1-58	Ighv1-72
IGHV1-69	Ighv1-72
IGHV1-69-2	Ighv1-72
IGHV1-69D	Ighv1-72
IGHV1OR15-1	Ighv1-72
IGHV1OR15-9	Ighv1-72
IGHV1OR21-1	Ighv1-72
TPK1	Tpk1
SPIN2A	Spin2i
SPIN2B	Spin2i
IGHV1-18	Ighv1-66
IGHV1-2	Ighv1-66
IGHV1-24	Ighv1-66
IGHV1-3	Ighv1-66
IGHV1-38-4	Ighv1-66
IGHV1-45	Ighv1-66
IGHV1-46	Ighv1-66
IGHV1-58	Ighv1-66
IGHV1-69	Ighv1-66
IGHV1-69-2	Ighv1-66
IGHV1-69D	Ighv1-66
IGHV1OR15-1	Ighv1-66
IGHV1OR15-9	Ighv1-66
IGHV1OR21-1	Ighv1-66
ANGPTL7	Angptl7
SPIN2A	Spin2j
SPIN2B	Spin2j
IGHV1-18	Ighv1-4
IGHV1-2	Ighv1-4
IGHV1-24	Ighv1-4
IGHV1-3	Ighv1-4
IGHV1-38-4	Ighv1-4
IGHV1-45	Ighv1-4
IGHV1-46	Ighv1-4
IGHV1-58	Ighv1-4
IGHV1-69	Ighv1-4
IGHV1-69-2	Ighv1-4
IGHV1-69D	Ighv1-4
IGHV1OR15-1	Ighv1-4
IGHV1OR15-9	Ighv1-4
IGHV1OR21-1	Ighv1-4
TBC1D16	Tbc1d16
RYK	Ryk
IGHV1-38-4	Ighv1-34
IGHV1-45	Ighv1-34
TPMT	Tpmt
SPIN2A	Spin2h
SPIN2B	Spin2h
IGHV1-18	Ighv1-50
IGHV1-2	Ighv1-50
IGHV1-24	Ighv1-50
IGHV1-3	Ighv1-50
IGHV1-38-4	Ighv1-50
IGHV1-45	Ighv1-50
IGHV1-46	Ighv1-50
IGHV1-58	Ighv1-50
IGHV1-69	Ighv1-50
IGHV1-69-2	Ighv1-50
IGHV1-69D	Ighv1-50
IGHV1OR15-1	Ighv1-50
IGHV1OR15-9	Ighv1-50
IGHV1OR21-1	Ighv1-50
GINS1	Gins1
SHISA4	Shisa4
IGHV1-18	Ighv1-63
IGHV1-2	Ighv1-63
IGHV1-24	Ighv1-63
IGHV1-3	Ighv1-63
IGHV1-38-4	Ighv1-63
IGHV1-46	Ighv1-63
IGHV1-58	Ighv1-63
IGHV1-69	Ighv1-63
IGHV1-69-2	Ighv1-63
IGHV1-69D	Ighv1-63
IGHV1OR15-1	Ighv1-63
IGHV1OR15-9	Ighv1-63
IGHV1OR21-1	Ighv1-63
EXOSC9	Exosc9
GNPDA1	Gnpda1
IGHV1-24	Ighv14-2
IGHV1-69-2	Ighv14-2
SHLD3	Shld3
GRXCR2	Grxcr2
IGHV1-18	Ighv1-53
IGHV1-2	Ighv1-53
IGHV1-24	Ighv1-53
IGHV1-3	Ighv1-53
IGHV1-38-4	Ighv1-53
IGHV1-45	Ighv1-53
IGHV1-46	Ighv1-53
IGHV1-58	Ighv1-53
IGHV1-69	Ighv1-53
IGHV1-69-2	Ighv1-53
IGHV1-69D	Ighv1-53
IGHV1OR15-1	Ighv1-53
IGHV1OR15-9	Ighv1-53
IGHV1OR21-1	Ighv1-53
MOGAT2	Mogat2
ZBTB8B	Zbtb8b
GRM7	Grm7
IGHV1-18	Ighv1-80
IGHV1-2	Ighv1-80
IGHV1-24	Ighv1-80
IGHV1-3	Ighv1-80
IGHV1-38-4	Ighv1-80
IGHV1-45	Ighv1-80
IGHV1-46	Ighv1-80
IGHV1-58	Ighv1-80
IGHV1-69	Ighv1-80
IGHV1-69-2	Ighv1-80
IGHV1-69D	Ighv1-80
IGHV1OR15-1	Ighv1-80
IGHV1OR15-9	Ighv1-80
IGHV1OR21-1	Ighv1-80
GRK2	Grk2
GRIK3	Grik3
GREP1	Grep1
GPSM3	Gpsm3
GPRIN1	Gprin1
GPRC5D	Gprc5d
TMEM40	Tmem40
GPRC5A	Gprc5a
OR2AK2	Or2ak5
TMEM50B	Tmem50b
GPRASP1	Gprasp1
OR2AK2	Or2ak4
TMEM52	Tmem52
GSC2	Gsc2
OR2AG1	Or2ag1b
TMEM255B	Tmem255b
OR2AG1	Or2ag17
OR2AG2	Or2ag17
TMEM262	Tmem262
OR2AG1	Or2ag19
OR2AG2	Or2ag19
TMEM268	Tmem268
OR2AG2	Or2ag2
TMEM270	Tmem270
OR2AG2	Or2ag2b
TMEM271	Tmem217rt
OR2AJ1	Or2aj6
TMEM273	Tmem273
OR2AJ1	Or2aj4
TMEM274P	Tmem274
OR2AJ1	Or2aj5
TMEM35B	Tmem35b
OR2AK2	Or2ak6
CDKN2AIP	Cdkn2aip
IGHV1-18	Ighv1-64
IGHV1-2	Ighv1-64
IGHV1-24	Ighv1-64
IGHV1-3	Ighv1-64
IGHV1-38-4	Ighv1-64
IGHV1-45	Ighv1-64
IGHV1-46	Ighv1-64
IGHV1-58	Ighv1-64
IGHV1-69	Ighv1-64
IGHV1-69-2	Ighv1-64
IGHV1-69D	Ighv1-64
IGHV1-8	Ighv1-64
IGHV1OR15-1	Ighv1-64
IGHV1OR15-9	Ighv1-64
IGHV1OR21-1	Ighv1-64
ARL2	Arl2
IGHV1-18	Ighv1-9
IGHV1-2	Ighv1-9
IGHV1-24	Ighv1-9
IGHV1-3	Ighv1-9
IGHV1-38-4	Ighv1-9
IGHV1-45	Ighv1-9
IGHV1-46	Ighv1-9
IGHV1-58	Ighv1-9
IGHV1-69	Ighv1-9
IGHV1-69-2	Ighv1-9
IGHV1-69D	Ighv1-9
IGHV1OR15-1	Ighv1-9
IGHV1OR15-9	Ighv1-9
IGHV1OR21-1	Ighv1-9
TRMT44	Trmt44
IGHV1-24	Ighv14-1
IGHV1-69-2	Ighv14-1
CPT1B	Cpt1b
IGHV1-18	Ighv1-61
IGHV1-2	Ighv1-61
IGHV1-24	Ighv1-61
IGHV1-3	Ighv1-61
IGHV1-38-4	Ighv1-61
IGHV1-45	Ighv1-61
IGHV1-46	Ighv1-61
IGHV1-58	Ighv1-61
IGHV1-69	Ighv1-61
IGHV1-69-2	Ighv1-61
IGHV1-69D	Ighv1-61
IGHV1OR15-1	Ighv1-61
IGHV1OR15-9	Ighv1-61
IGHV1OR21-1	Ighv1-61
ORMDL3	Ormdl3
IGHV1-24	Ighv14-3
IGHV1-69-2	Ighv14-3
FN3KRP	Fn3krp
IGHV3-73	Ighv13-2
FN3K	Fn3k
IGHV3-73	Ighv6-4
SPDYA	Spdya
IGHV3OR15-7	Ighv7-2
MIGA1	Miga1
IGHV3-73	Ighv6-5
IGHV2-26	Ighv8-5
IGHV2-5	Ighv8-5
IGHV2-70	Ighv8-5
IGHV2-70D	Ighv8-5
IGHV2OR16-5	Ighv8-5
IBA57	Iba57
GSG1	Gsg1
GSDMD	Gsdmd
GSDMC	Gsdmc
GSDMC	Gsdmc2
GSDMC	Gsdmc3
GSDMC	Gsdmc4
TMEM92	Tmem92
GSDMA	Gsdma2
OR2D3	Or2d36
TMEM95	Tmem95
GSDMA	Gsdma3
OR2D3	Or2d3c
TMIGD3	Tmigd3
GSDMA	Gsdma
OR2D3	Or2d3
TMPRSS11A	Tmprss11a
GTF2I	Gtf2i
OR2AK2	Or2ak7
TMEM52B	Tmem52b
GSTP1	Gstp-ps
OR2B11	Or2b11
TMEM61	Tmem61
OR2B2	Or2b2
TMEM74	Tmem74
OR2B2	Or2b2b
TMEM80	Tmem80
OR2B6	Or2b6
TMEM87A	Tmem87a
OR2C1	Or2c1
TMEM88B	Tmem88b
OR2D2	Or2d2
TMEM89	Tmem89
OR2D2	Or2d2b
RAB34	Rab34
IGHV2-26	Ighv8-11
IGHV2-5	Ighv8-11
IGHV2-70	Ighv8-11
IGHV2-70D	Ighv8-11
IGHV2OR16-5	Ighv8-11
SCP2D1	Scp2d1
IGHV2-26	Ighv8-12
IGHV2-5	Ighv8-12
IGHV2-70	Ighv8-12
IGHV2-70D	Ighv8-12
IGHV2OR16-5	Ighv8-12
PRRG1	Prrg1
IGHV2-26	Ighv8-2
IGHV2-5	Ighv8-2
IGHV2-70	Ighv8-2
IGHV2-70D	Ighv8-2
IGHV2OR16-5	Ighv8-2
THOC6	Thoc6
CTSZ	Ctsz
HDDC3	Hddc3
SLC43A2	Slc43a2
FIP1L1	Fip1l1
POLI	Poli
EGFL7	Egfl7
CUTC	Cutc
CIMAP1D	Cimap1d
DUSP19	Dusp19
CITED2	Cited2
